;locality;stateProvince;occurrenceStatus;individualCount;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;elevation;eventDate;year;basisOfRecord;institutionCode;collectionCode;issue
3452;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/09/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3453;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3454;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3455;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/08/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3456;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/10/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3457;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/02/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3458;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/04/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3459;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3460;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/08/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3461;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/03/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3462;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/05/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3463;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/09/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3464;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3465;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3466;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3467;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/12/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3468;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/11/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3469;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/02/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3470;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3471;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/05/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3472;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/03/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3473;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/04/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3474;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;2018-12;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3475;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3476;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3477;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3478;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/05/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3479;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;2018-10;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3480;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/05/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3481;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3482;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/07/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3483;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/04/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3484;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3485;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/11/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3486;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/03/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3487;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/08/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3488;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/03/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3489;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/08/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3490;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/09/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3491;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/10/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3492;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/03/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3493;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3494;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/08/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3495;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3496;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/05/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3497;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/05/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3498;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3499;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/11/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3500;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3501;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/02/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3502;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;2018-10;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3503;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/02/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3504;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/10/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3505;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3506;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/03/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3507;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/08/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3508;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/09/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3509;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/08/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3510;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/01/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3511;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;2018-10;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3512;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3513;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/03/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3514;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3515;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/04/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3516;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/04/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3517;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3518;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3519;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/02/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3520;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3521;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/08/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3522;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/11/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3523;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3524;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/11/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3525;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/03/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3526;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/03/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3527;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/05/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3528;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;2018-12;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3529;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/10/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3530;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/06/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3531;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/02/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3532;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/07/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3533;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/08/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3534;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/05/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3535;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/05/2016;2016;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3536;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/08/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3537;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/07/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3538;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3539;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/07/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3540;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/01/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3541;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/10/2019;2019;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3542;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/09/2015;2015;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3543;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;ABSENT;NA;1.610777;-76.104694;NA;NA;01/09/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3544;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/04/2018;2018;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3545;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/12/2014;2014;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
3546;Parque Nacional Natural Cueva De Los Guácharos. Cueva de los Guácharos ,cueva grande;Huila;PRESENT;NA;1.610777;-76.104694;NA;NA;01/01/2017;2017;HUMAN_OBSERVATION;Parques Nacionales Naturales de Colombia (PNN);NA;NA
