"","...1","decimalLatitude","decimalLongitude","bio_01","bio_02","bio_04","bio_12","bio_15","bio_18"
"102",211,4.615681,-75.33749,11.25,7.30000019073486,20.8999996185303,3087.69995117188,25.1000003814697,932.200012207031
"103",215,4.614711,-74.31148,16.3500003814697,7,52,1523.80004882812,31.7000007629395,249.399993896484
"104",219,6.829051,-73.45469,23.6499996185303,6.59999990463257,24.5,3525.69995117188,28.1000003814697,1051.80004882812
"105",220,4.450594,-73.684875,15.6499996185303,7.19999980926514,41.4000015258789,5508.7001953125,49.9000015258789,1034.19995117188
"106",222,11.084578,-74.053024,18.0499992370605,4.80000019073486,42.9000015258789,2943.60009765625,62.2000007629395,978.900024414062
"107",226,3.881371,-76.3509,22.3500003814697,6.69999980926514,22.8999996185303,1732.30004882812,26.7999992370605,548.299987792969
"108",230,6.444264,-75.73052,25.4500007629395,8.80000019073486,22.5,1710.30004882812,36.0999984741211,517.5
"109",233,1.379714,-76.51187,20.9500007629395,7.59999990463257,68.0999984741211,3590.80004882812,18.7999992370605,896.400024414062
"110",235,5.922222,-74.25472,22.0499992370605,8.5,30.7999992370605,3684.60009765625,36.9000015258789,691.900024414062
"111",244,5.897071,-74.73751,27.0499992370605,9,63.7000007629395,2680.80004882812,39.2000007629395,503.899993896484
"112",245,6.027289,-75.14133,21.9500007629395,8.39999961853027,32.9000015258789,3623.19995117188,29.2000007629395,812.5
"113",250,5.830091,-74.31968,26.1499996185303,8.80000019073486,51.5999984741211,2695.89990234375,40,454.200012207031
"114",262,7.96369,-76.15587,25.6499996185303,7.19999980926514,27.5,2159.69995117188,45.7000007629395,329.5
"115",278,2.52222,-72.871864,25.0499992370605,6.90000009536743,84.1999969482422,2787.89990234375,43.5999984741211,331.799987792969
"116",279,3.252662,-74.26524,22.8500003814697,8.10000038146973,84.3000030517578,2401.10009765625,42.9000015258789,315.100006103516
"117",280,5.762372,-73.95963,22.3500003814697,7.90000009536743,28.7000007629395,2675.30004882812,36.0999984741211,847.799987792969
"118",286,2.440538,-76.59472,18.25,7.40000009536743,18,2278.19995117188,45.5,248.199996948242
"119",289,1.349996,-78.09442,21.6499996185303,4.09999990463257,30.2999992370605,6553.5,19.7000007629395,3004.89990234375
"120",296,5.133336,-75.499954,18.25,8.5,23.3999996185303,2778.30004882812,30.8999996185303,713
"121",297,2.483061,-72.63954,24.4500007629395,7.09999990463257,78.1999969482422,3336.89990234375,42.0999984741211,409.100006103516
"122",301,11.201847,-74.22692,26.75,1.70000004768372,49.7999992370605,1140.69995117188,71.6999969482422,349.899993896484
"123",304,6.25865,-74.70643,27.0499992370605,8.5,61.7999992370605,3271.10009765625,37,874
"124",314,5.058778,-75.47136,15.75,8.30000019073486,22.1000003814697,2655.60009765625,38.2999992370605,857.5
"125",316,5.943998,-74.98029,20.1499996185303,8.5,43.9000015258789,3871.60009765625,32.9000015258789,745.099975585938
"126",318,11.12055,-73.54341,20.1499996185303,4.80000019073486,57.4000015258789,3344,57.2000007629395,896.5
"127",322,2.947743,-75.25711,26.9500007629395,8.69999980926514,58.7999992370605,1482.30004882812,47.7999992370605,150.100006103516
